"identifier_ric","company_name","ticker_symbol","naics_sector_name","organization_website","contact_email_address","country_of_headquarters","index_name","mx_company_name","mx_country","mx_type","mx_country_group","mx_type_group"
"2007.HK","Country Garden Holdings Co Ltd","2007","Construction","https://www.countrygarden.com.cn","ir@countrygarden.com.cn","British Virgin Islands","Hang Seng","Country Garden Holdings Co Ltd","British Virgin Islands","Provider","Other","Self"
"2020.HK","ANTA Sports Products Ltd","2020","Manufacturing","https://www.anta.com/","ir@anta.com.hk","British Virgin Islands","Hang Seng","Microsoft","United States","Provider","United States","Managed"
"2269.HK","WuXi Biologics (Cayman) Inc","2269","Manufacturing","https://www.wuxibiologics.com/","IR@wuxibiologics.com","China (Mainland)","Hang Seng","WuXi Biologics (Cayman) Inc","China","Provider","China","Self"
"2313.HK","Shenzhou International Group Holdings Ltd","2313","Manufacturing","http://www.shenzhouintl.com","ir@shenzhougroup.com","British Virgin Islands","Hang Seng","Tencent","China","Provider","China","Managed"
"2318.HK","Ping An Insurance Group Co of China Ltd","2318","Finance and Insurance","http://www.pingan.cn/",,"China (Mainland)","Hang Seng","Ping An Insurance Group Co of China Ltd","China","Provider","China","Self"
"2319.HK","China Mengniu Dairy Co Ltd","2319","Manufacturing","http://www.mengniuir.com/","ir@mengniu.cn","Hong Kong","Hang Seng","Google","United States","Provider","United States","Managed"
"2331.HK","Li Ning Co Ltd","2331","Manufacturing","https://www.lining.com/","investor@li-ning.com.cn","China (Mainland)","Hang Seng","Li Ning Co Ltd","China","Provider","China","Self"
"2382.HK","Sunny Optical Technology Group Co Ltd","2382","Manufacturing","http://www.sunnyoptical.com","jasmine@sunnyoptical.com","Hong Kong","Hang Seng","Shanghai Qingyu","China","Provider","China","Managed"
"2388.HK","BOC Hong Kong Holdings Ltd","2388","Finance and Insurance","https://www.bochk.com/sc/aboutus/ir/factsheet.html","investor_relations@bochk.com","China (Mainland)","Hang Seng","BOC Hong Kong Holdings Ltd","China","Provider","China","Self"
"2628.HK","China Life Insurance Co Ltd","2628","Finance and Insurance","https://www.e-chinalife.com/","ir@e-chinalife.com","China (Mainland)","Hang Seng","China Life Insurance Co Ltd","China","Provider","China","Self"
"2688.HK","ENN Energy Holdings Ltd","2688","Transportation and Warehousing","https://www.ennenergy.com/","IR@enn.cn","Hong Kong","Hang Seng","ENN Energy Holdings Ltd","China","Provider","China","Self"
"3690.HK","Meituan","3690","Retail Trade","https://about.meituan.com/","ir@meituan.com","China (Mainland)","Hang Seng","Meituan","China","Provider","China","Self"
"3692.HK","Hansoh Pharmaceutical Group Company Ltd","3692","Manufacturing","http://www.hspharm.com/","IR@hspharm.com","China (Mainland)","Hang Seng","Shanghai Qingyu","China","Provider","China","Managed"
"3968.HK","China Merchants Bank Co Ltd","3968","Finance and Insurance","http://www.cmbchina.com/","cmb@cmbchina.com","China (Mainland)","Hang Seng","China Merchants Bank Co Ltd","China","Provider","China","Self"
"3988.HK","Bank of China Ltd","3988","Finance and Insurance","https://www.boc.cn/",,"China (Mainland)","Hang Seng","Bank of China Ltd","China","Provider","China","Self"
"6098.HK","Country Garden Services Holdings Co Ltd","6098","Real Estate and Rental and Leasing","http://www.bgyfw.com","irps@countrygarden.com.cn","China (Mainland)","Hang Seng","Country Garden Services Holdings Co Ltd","China","Provider","China","Self"
"6862.HK","Haidilao International Holding Ltd","6862","Accommodation and Food Services","https://www.haidilao.com/sg/","ir@haidilao.com","China (Mainland)","Hang Seng","Coremail","China","Provider","China","Managed"
"9618.HK","JD.Com Inc","9618","Retail Trade","https://www.jd.com/","ir@JD.com","China (Mainland)","Hang Seng","JD.Com Inc","China","Provider","China","Self"
"9633.HK","Nongfu Spring Co Ltd","9633","Manufacturing","http://www.nongfuspring.com/",,"China (Mainland)","Hang Seng","Unknown","Unknown","Unknown","Unknown","Unknown"
"9888.HK","Baidu Inc","9888","Information","http://www.baidu.com/","ir@baidu.com","China (Mainland)","Hang Seng","Baidu Inc","China","Provider","China","Self"
"9988.HK","Alibaba Group Holding Ltd","9988","Retail Trade","https://www.alibabagroup.com/",,"China (Mainland)","Hang Seng","Alibaba","China","Provider","China","Managed"
"9999.HK","NetEase Inc","9999","Information","https://ir.netease.com/","ir@service.netease.com","Cayman Islands","Hang Seng","NetEase","China","Provider","China","Managed"
"1COV.DE","Covestro AG","1COV","Manufacturing","https://www.covestro.de/","ronald.koehler@covestro.com","Germany","MSCI Europe ex UK","CSC","United States","Security","United States","Managed"
"ABBN.S","Abb Ltd","ABBN","Manufacturing","https://global.abb/","ann-sofie.nordh@ch.abb.com","Switzerland","MSCI Europe ex UK","Microsoft","United States","Provider","United States","Managed"
"ABI.BR","Anheuser-Busch Inbev SA","ABI","Manufacturing","https://www.ab-inbev.com/",,"Belgium","MSCI Europe ex UK","Mimecast","United Kingdom","Security","United Kingdom","Managed"
"ABNd.AS","ABN Amro Bank NV","ABN","Finance and Insurance","https://www.abnamro.com/","investorrelations@nl.abnamro.com","Netherlands","MSCI Europe ex UK","Symantec","United States","Security","United States","Managed"
"ACCP.PA","Accor SA","AC","Accommodation and Food Services","https://group.accor.com/",,"France","MSCI Europe ex UK","Cisco","United States","Security","United States","Managed"
"ACS.MC","ACS Actividades de Construccion y Servicios SA","ACS","Construction","https://www.grupoacs.com/","ir@grupoacs.com","Spain","MSCI Europe ex UK","Microsoft","United States","Provider","United States","Managed"
"AD.AS","Koninklijke Ahold Delhaize NV","AD","Retail Trade","https://www.aholddelhaize.com/","investor.relations@aholddelhaize.com","Netherlands","MSCI Europe ex UK","Microsoft","United States","Provider","United States","Managed"
"ADEA.OL","Adevinta ASA","ADE","Real Estate and Rental and Leasing","https://www.adevinta.com/","ir@adevinta.com","Norway","MSCI Europe ex UK","Google","United States","Provider","United States","Managed"
"ADEN.S","Adecco Group AG","ADEN","Administrative and Support and Waste Management and Remediation Services","https://www.adeccogroup.com/","investor.relations@adeccogroup.com","Switzerland","MSCI Europe ex UK","Microsoft","United States","Provider","United States","Managed"
"ADP.PA","Aeroports de Paris SA","ADP","Transportation and Warehousing","https://www.parisaeroport.fr/","invest@adp.fr","France","MSCI Europe ex UK","Cisco","United States","Security","United States","Managed"
"ADSGn.DE","Adidas AG","ADS","Manufacturing","https://www.adidas-group.com/","investor.relations@adidas-Group.com","Germany","MSCI Europe ex UK","Microsoft","United States","Provider","United States","Managed"
"ADYEN.AS","Adyen NV","ADYEN","Information","https://www.adyen.com/","ir@adyen.com","Netherlands","MSCI Europe ex UK","Adyen NV","Netherlands","Provider","European Union","Self"
"AEGN.AS","Aegon NV","AGN","Finance and Insurance","https://www.aegon.nl/","ir@aegon.com","Netherlands","MSCI Europe ex UK","ProofPoint","United States","Security","United States","Managed"
"AENA.MC","Aena SME SA","AENA","Transportation and Warehousing","https://www.aena.es/","ir@aena.es","Spain","MSCI Europe ex UK","Aena SME SA","Spain","Provider","European Union","Self"
"AER.N","AerCap Holdings NV","AER","Real Estate and Rental and Leasing","https://www.aercap.com/","jmcginley@aercap.com","Ireland","MSCI Europe ex UK","Symantec","United States","Security","United States","Managed"
"AFXG.DE","Carl Zeiss Meditec AG","AFX","Manufacturing","https://www.zeiss.de/meditec-ag/","investors.meditec@zeiss.com","Germany","MSCI Europe ex UK","Unknown","Unknown","Unknown","Unknown","Unknown"
"AGES.BR","Ageas SA","AGS","Finance and Insurance","https://www.ageas.com/","veerle.verbessem@ageas.com","Belgium","MSCI Europe ex UK","ProofPoint","United States","Security","United States","Managed"
"AIR.PA","Airbus SE","AIR","Manufacturing","https://www.airbus.com/en","ir@airbus.com","Netherlands","MSCI Europe ex UK","Unknown","Unknown","Unknown","Unknown","Unknown"
"AIRP.PA","L'Air Liquide Societe Anonyme pour l'Etude et l'Exploitation des Procedes Georges Claude SA","AI","Manufacturing","https://www.airliquide.com/","IRTeam@airliquide.com","France","MSCI Europe ex UK","Google","United States","Provider","United States","Managed"
"AKE.PA","Arkema SA","AKE","Manufacturing","https://www.arkema.com","investor-relations@arkema.com","France","MSCI Europe ex UK","Microsoft","United States","Provider","United States","Managed"
"AKZO.AS","Akzo Nobel NV","AKZA","Manufacturing","https://www.akzonobel.com/","investor.relations@akzonobel.com","Netherlands","MSCI Europe ex UK","Microsoft","United States","Provider","United States","Managed"
"ALCC.S","Alcon AG","ALC","Manufacturing","https://www.alcon.com/","investor.relations@alcon.com","Switzerland","MSCI Europe ex UK","Microsoft","United States","Provider","United States","Managed"
"ALFA.ST","Alfa Laval AB","ALFA","Manufacturing","https://www.alfalaval.com/","johan.lundin@alfalaval.com","Sweden","MSCI Europe ex UK","Microsoft","United States","Provider","United States","Managed"
"ALSO.PA","Alstom SA","ALO","Manufacturing","http://www.alstom.com","martin.vaujour@alstomgroup.com","France","MSCI Europe ex UK","Microsoft","United States","Provider","United States","Managed"
"ALVG.DE","Allianz SE","ALV","Finance and Insurance","https://www.allianz.com/",,"Germany","MSCI Europe ex UK","ProofPoint","United States","Security","United States","Managed"
"AM.PA","Dassault Aviation SA","AM","Manufacturing","https://www.dassault-aviation.com/",,"France","MSCI Europe ex UK","Dassault Aviation SA","France","Provider","European Union","Self"
"AMA.MC","Amadeus IT Group SA","AMS","Professional, Scientific, and Technical Services","https://amadeus.com/es/",,"Spain","MSCI Europe ex UK","Microsoft","United States","Provider","United States","Managed"
"AMBUb.CO","Ambu A/S","AMBU B","Manufacturing","https://www.ambu.com/","nith@ambu.com","Denmark","MSCI Europe ex UK","Microsoft","United States","Provider","United States","Managed"
"AMUN.PA","Amundi SA","AMUN","Finance and Insurance","https://legroupe.amundi.com/","investor.relations@amundi.com","France","MSCI Europe ex UK","Unknown","Unknown","Unknown","Unknown","Unknown"
"ANDR.VI","Andritz AG","ANDR","Manufacturing","https://www.andritz.com/","investors@andritz.com","Austria","MSCI Europe ex UK","TrendMicro","United States","Security","United States","Managed"
"ARGX.BR","argenx SE","ARGX","Professional, Scientific, and Technical Services","https://www.argenx.com/",,"Netherlands","MSCI Europe ex UK","Mimecast","United Kingdom","Security","United Kingdom","Managed"
"ASML.AS","ASML Holding NV","ASML","Manufacturing","https://www.asml.com/",,"Netherlands","MSCI Europe ex UK","Microsoft","United States","Provider","United States","Managed"
"ASSAb.ST","Assa Abloy AB","ASSA B","Administrative and Support and Waste Management and Remediation Services","https://www.assaabloy.com/","bjorn.tibell@assaabloy.com","Sweden","MSCI Europe ex UK","Microsoft","United States","Provider","United States","Managed"
"AT1.DE","Aroundtown SA","AT1","Real Estate and Rental and Leasing","http://www.aroundtown.de/","timothy@aroundtown.de","Luxembourg","MSCI Europe ex UK","ProofPoint","United States","Security","United States","Managed"
"ATCA.AS^A21","Altice Europe NV","ATC","Information","http://altice.net/","investor-relations@altice.net","Netherlands","MSCI Europe ex UK","Microsoft","United States","Provider","United States","Managed"
"ATCOa.ST","Atlas Copco AB","ATCO A","Manufacturing","https://www.atlascopco.com/","ir@se.atlascopco.com","Sweden","MSCI Europe ex UK","Microsoft","United States","Provider","United States","Managed"
"ATCOb.ST","Atlas Copco AB","ATCO B","Manufacturing","https://www.atlascopco.com/","ir@se.atlascopco.com","Sweden","MSCI Europe ex UK","Microsoft","United States","Provider","United States","Managed"
"ATL.MI^L22","Atlantia SpA","ATL","Transportation and Warehousing","https://www.atlantia.com/","investor.relations@atlantia.com","Italy","MSCI Europe ex UK","Microsoft","United States","Provider","United States","Managed"
"ATOS.PA","Atos SE","ATO","Professional, Scientific, and Technical Services","https://atos.net/","thomas.guillois@atos.net","France","MSCI Europe ex UK","Microsoft","United States","Provider","United States","Managed"
"AXAF.PA","AXA SA","CS","Finance and Insurance","https://www.axa.com","investor.relations@axa.com","France","MSCI Europe ex UK","ProofPoint","United States","Security","United States","Managed"
"B4B.DE","METRO AG","B4B","Retail Trade","https://www.metroag.de/","investorrelations@metro.de","Germany","MSCI Europe ex UK","Microsoft","United States","Provider","United States","Managed"
"BAER.S","Julius Baer Gruppe AG","BAER","Finance and Insurance","https://www.juliusbaer.com/",,"Switzerland","MSCI Europe ex UK","Julius Baer Gruppe AG","Switzerland","Provider","Other","Self"
"BALN.S","Baloise Holding AG","BALN","Finance and Insurance","https://www.baloise.com/","investor.relations@baloise.com","Switzerland","MSCI Europe ex UK","Microsoft","United States","Provider","United States","Managed"
"BARN.S","Barry Callebaut AG","BARN","Manufacturing","https://www.barry-callebaut.com/","investorrelations@barry-callebaut.com","Switzerland","MSCI Europe ex UK","Google","United States","Provider","United States","Managed"
"BASFn.DE","BASF SE","BAS","Manufacturing","https://www.basf.com","stefanie.wettberg@basf.com","Germany","MSCI Europe ex UK","Microsoft","United States","Provider","United States","Managed"
"BAYGn.DE","Bayer AG","BAYN","Manufacturing","https://www.bayer.de/","oliver.maier@bayer.com","Germany","MSCI Europe ex UK","Microsoft","United States","Provider","United States","Managed"
"BBVA.MC","Banco Bilbao Vizcaya Argentaria SA","BBVA","Finance and Insurance","https://www.bbva.com/es/","gcouceiro@bbva.com","Spain","MSCI Europe ex UK","Google","United States","Provider","United States","Managed"
"BCVN.S","Banque Cantonale Vaudoise","BCVN","Finance and Insurance","https://www.bcv.ch/","gregory.duong@bcv.ch","Switzerland","MSCI Europe ex UK","Banque Cantonale Vaudoise","Switzerland","Provider","Other","Self"
"BEIG.DE","Beiersdorf AG","BEI","Manufacturing","https://www.beiersdorf.de/","investor.relations@beiersdorf.com","Germany","MSCI Europe ex UK","Microsoft","United States","Provider","United States","Managed"
"BIOX.PA","Biomerieux SA","BIM","Manufacturing","http://www.biomerieux.fr/",,"France","MSCI Europe ex UK","Microsoft","United States","Provider","United States","Managed"
"BKT.MC","Bankinter SA","BKT","Finance and Insurance","https://www.bankinter.com/",,"Spain","MSCI Europe ex UK","ProofPoint","United States","Security","United States","Managed"
